timestamp,open,high,low,close,volume,instrument
2026-01-05 09:15:00,51800.0,51806.05,51778.75,51785.55,117025,BANK NIFTY
2026-01-05 09:16:00,51785.55,51795.28,51719.0,51727.15,100981,BANK NIFTY
2026-01-05 09:17:00,51727.15,51731.13,51713.93,51716.9,116191,BANK NIFTY
2026-01-05 09:18:00,51716.9,51772.15,51710.55,51765.75,101178,BANK NIFTY
2026-01-05 09:19:00,51765.75,51772.22,51625.5,51631.45,31564,BANK NIFTY
2026-01-05 09:20:00,51631.45,51701.19,51628.35,51696.85,127098,BANK NIFTY
2026-01-05 09:21:00,51696.85,51706.59,51640.12,51648.75,141351,BANK NIFTY
2026-01-05 09:22:00,51648.75,51655.12,51626.01,51633.35,43696,BANK NIFTY
2026-01-05 09:23:00,51633.35,51672.69,51625.4,51663.6,114958,BANK NIFTY
2026-01-05 09:24:00,51663.6,51726.97,51657.73,51720.3,135933,BANK NIFTY
2026-01-05 09:25:00,51720.3,51751.21,51715.61,51745.7,114597,BANK NIFTY
2026-01-05 09:26:00,51745.7,51750.94,51640.26,51648.5,114053,BANK NIFTY
2026-01-05 09:27:00,51648.5,51653.94,51595.43,51604.95,84070,BANK NIFTY
2026-01-05 09:28:00,51604.95,51609.52,51567.2,51574.7,128189,BANK NIFTY
2026-01-05 09:29:00,51574.7,51583.13,51537.76,51544.45,80215,BANK NIFTY
2026-01-05 09:30:00,51544.45,51552.38,51514.2,51516.8,114858,BANK NIFTY
2026-01-05 09:31:00,51516.8,51523.01,51483.49,51488.75,36690,BANK NIFTY
2026-01-05 09:32:00,51488.75,51496.59,51454.9,51461.0,93155,BANK NIFTY
2026-01-05 09:33:00,51461.0,51489.32,51457.24,51483.65,145187,BANK NIFTY
2026-01-05 09:34:00,51483.65,51487.71,51422.55,51427.45,57852,BANK NIFTY
2026-01-05 09:35:00,51427.45,51455.9,51420.24,51453.0,117242,BANK NIFTY
2026-01-05 09:36:00,51453.0,51458.4,51386.5,51396.5,126851,BANK NIFTY
2026-01-05 09:37:00,51396.5,51400.73,51349.49,51358.85,61382,BANK NIFTY
2026-01-05 09:38:00,51358.85,51423.1,51351.41,51417.65,142112,BANK NIFTY
2026-01-05 09:39:00,51417.65,51424.64,51391.26,51396.45,119839,BANK NIFTY
2026-01-05 09:40:00,51396.45,51414.85,51394.41,51412.5,97771,BANK NIFTY
2026-01-05 09:41:00,51412.5,51420.38,51337.77,51340.55,32022,BANK NIFTY
2026-01-05 09:42:00,51340.55,51343.11,51220.22,51227.55,45310,BANK NIFTY
2026-01-05 09:43:00,51227.55,51285.33,51217.96,51281.0,49934,BANK NIFTY
2026-01-05 09:44:00,51281.0,51298.65,51274.37,51289.55,126204,BANK NIFTY
2026-01-05 09:45:00,51289.55,51296.41,51236.21,51245.2,88628,BANK NIFTY
2026-01-05 09:46:00,51245.2,51316.64,51241.89,51307.95,54352,BANK NIFTY
2026-01-05 09:47:00,51307.95,51327.95,51300.72,51319.5,63013,BANK NIFTY
2026-01-05 09:48:00,51319.5,51336.0,51316.35,51332.6,134635,BANK NIFTY
2026-01-05 09:49:00,51332.6,51350.58,51324.73,51343.1,49087,BANK NIFTY
2026-01-05 09:50:00,51343.1,51362.8,51340.5,51358.5,136145,BANK NIFTY
2026-01-05 09:51:00,51358.5,51360.58,51301.07,51305.3,64396,BANK NIFTY
2026-01-05 09:52:00,51305.3,51370.79,51301.33,51364.2,83556,BANK NIFTY
2026-01-05 09:53:00,51364.2,51370.37,51298.88,51305.65,139744,BANK NIFTY
2026-01-05 09:54:00,51305.65,51308.88,51230.58,51234.7,74510,BANK NIFTY
2026-01-05 09:55:00,51234.7,51243.07,51227.06,51234.65,138976,BANK NIFTY
2026-01-05 09:56:00,51234.65,51237.79,51225.08,51229.6,82036,BANK NIFTY
2026-01-05 09:57:00,51229.6,51237.77,51188.58,51195.0,79091,BANK NIFTY
2026-01-05 09:58:00,51195.0,51259.94,51191.0,51250.4,144525,BANK NIFTY
2026-01-05 09:59:00,51250.4,51253.29,51200.39,51205.35,93836,BANK NIFTY
2026-01-05 10:00:00,51205.35,51208.21,51183.5,51190.3,134472,BANK NIFTY
2026-01-05 10:01:00,51190.3,51196.67,51104.72,51114.05,68918,BANK NIFTY
2026-01-05 10:02:00,51114.05,51163.61,51106.08,51159.0,130112,BANK NIFTY
2026-01-05 10:03:00,51159.0,51166.46,51154.02,51163.25,32434,BANK NIFTY
2026-01-05 10:04:00,51163.25,51174.6,51157.93,51172.35,47699,BANK NIFTY
2026-01-05 10:05:00,51172.35,51248.87,51167.83,51243.1,49158,BANK NIFTY
2026-01-05 10:06:00,51243.1,51248.66,51199.9,51203.65,107077,BANK NIFTY
2026-01-05 10:07:00,51203.65,51249.44,51197.49,51244.65,50873,BANK NIFTY
2026-01-05 10:08:00,51244.65,51322.3,51239.62,51316.4,90002,BANK NIFTY
2026-01-05 10:09:00,51316.4,51325.97,51254.87,51264.15,143101,BANK NIFTY
2026-01-05 10:10:00,51264.15,51290.3,51255.78,51286.8,104092,BANK NIFTY
2026-01-05 10:11:00,51286.8,51294.48,51226.22,51235.6,45022,BANK NIFTY
2026-01-05 10:12:00,51235.6,51241.65,51180.97,51189.9,103528,BANK NIFTY
2026-01-05 10:13:00,51189.9,51199.32,51134.65,51142.2,60531,BANK NIFTY
2026-01-05 10:14:00,51142.2,51150.79,51100.25,51109.45,67108,BANK NIFTY
2026-01-05 10:15:00,51109.45,51119.18,51040.86,51045.1,146636,BANK NIFTY
2026-01-05 10:16:00,51045.1,51069.02,51036.76,51066.85,130562,BANK NIFTY
2026-01-05 10:17:00,51066.85,51082.67,51059.76,51078.3,97202,BANK NIFTY
2026-01-05 10:18:00,51078.3,51164.96,51073.96,51161.6,37310,BANK NIFTY
2026-01-05 10:19:00,51161.6,51167.7,51051.89,51058.7,145543,BANK NIFTY
2026-01-05 10:20:00,51058.7,51110.11,51048.71,51104.75,125883,BANK NIFTY
2026-01-05 10:21:00,51104.75,51132.78,51099.62,51123.85,109067,BANK NIFTY
2026-01-05 10:22:00,51123.85,51206.61,51119.27,51199.7,74255,BANK NIFTY
2026-01-05 10:23:00,51199.7,51221.67,51192.54,51212.2,147627,BANK NIFTY
2026-01-05 10:24:00,51212.2,51281.62,51209.01,51275.55,75809,BANK NIFTY
2026-01-05 10:25:00,51275.55,51317.93,51270.41,51309.4,82064,BANK NIFTY
2026-01-05 10:26:00,51309.4,51342.33,51304.03,51338.1,127086,BANK NIFTY
2026-01-05 10:27:00,51338.1,51419.74,51334.78,51410.75,82588,BANK NIFTY
2026-01-05 10:28:00,51410.75,51417.0,51368.94,51371.5,83917,BANK NIFTY
2026-01-05 10:29:00,51371.5,51381.21,51347.89,51350.1,117489,BANK NIFTY
2026-01-05 10:30:00,51350.1,51355.8,51309.64,51317.3,113316,BANK NIFTY
2026-01-05 10:31:00,51317.3,51328.74,51309.83,51323.8,36742,BANK NIFTY
2026-01-05 10:32:00,51323.8,51427.67,51315.95,51421.35,35022,BANK NIFTY
2026-01-05 10:33:00,51421.35,51433.0,51412.74,51423.45,99888,BANK NIFTY
2026-01-05 10:34:00,51423.45,51463.24,51419.35,51453.3,53750,BANK NIFTY
2026-01-05 10:35:00,51453.3,51468.97,51444.08,51459.1,76779,BANK NIFTY
2026-01-05 10:36:00,51459.1,51462.77,51415.54,51425.4,36899,BANK NIFTY
2026-01-05 10:37:00,51425.4,51427.82,51388.7,51392.6,56010,BANK NIFTY
2026-01-05 10:38:00,51392.6,51501.49,51389.59,51496.5,57700,BANK NIFTY
2026-01-05 10:39:00,51496.5,51540.93,51489.95,51534.25,64554,BANK NIFTY
2026-01-05 10:40:00,51534.25,51571.71,51530.86,51563.35,54032,BANK NIFTY
2026-01-05 10:41:00,51563.35,51645.71,51557.21,51640.5,138759,BANK NIFTY
2026-01-05 10:42:00,51640.5,51678.97,51638.24,51674.8,59671,BANK NIFTY
2026-01-05 10:43:00,51674.8,51680.57,51657.44,51661.35,44042,BANK NIFTY
2026-01-05 10:44:00,51661.35,51666.41,51652.78,51659.25,141178,BANK NIFTY
2026-01-05 10:45:00,51659.25,51698.37,51653.22,51689.25,67460,BANK NIFTY
2026-01-05 10:46:00,51689.25,51787.65,51679.55,51784.5,51833,BANK NIFTY
2026-01-05 10:47:00,51784.5,51791.62,51750.12,51752.15,121688,BANK NIFTY
2026-01-05 10:48:00,51752.15,51758.71,51739.43,51743.25,129025,BANK NIFTY
2026-01-05 10:49:00,51743.25,51758.58,51733.35,51754.85,57729,BANK NIFTY
2026-01-05 10:50:00,51754.85,51762.66,51680.66,51688.1,41246,BANK NIFTY
2026-01-05 10:51:00,51688.1,51750.29,51679.44,51745.0,139636,BANK NIFTY
2026-01-05 10:52:00,51745.0,51805.45,51742.64,51801.75,115868,BANK NIFTY
2026-01-05 10:53:00,51801.75,51869.75,51798.09,51862.8,136679,BANK NIFTY
2026-01-05 10:54:00,51862.8,51871.87,51813.83,51818.95,107976,BANK NIFTY
2026-01-05 10:55:00,51818.95,51822.7,51730.45,51735.9,142181,BANK NIFTY
2026-01-05 10:56:00,51735.9,51743.96,51716.72,51726.25,53728,BANK NIFTY
2026-01-05 10:57:00,51726.25,51730.37,51585.17,51590.55,82433,BANK NIFTY
2026-01-05 10:58:00,51590.55,51662.5,51584.9,51652.9,131223,BANK NIFTY
2026-01-05 10:59:00,51652.9,51674.88,51647.72,51668.05,85421,BANK NIFTY
2026-01-05 11:00:00,51668.05,51774.56,51662.58,51764.6,108933,BANK NIFTY
2026-01-05 11:01:00,51764.6,51870.23,51758.5,51861.25,144445,BANK NIFTY
2026-01-05 11:02:00,51861.25,51868.88,51820.44,51827.15,70099,BANK NIFTY
2026-01-05 11:03:00,51827.15,51829.68,51793.36,51799.0,31203,BANK NIFTY
2026-01-05 11:04:00,51799.0,51823.82,51793.11,51816.7,76727,BANK NIFTY
2026-01-05 11:05:00,51816.7,51826.4,51802.44,51807.4,128429,BANK NIFTY
2026-01-05 11:06:00,51807.4,51812.02,51726.7,51736.45,108526,BANK NIFTY
2026-01-05 11:07:00,51736.45,51739.99,51686.19,51695.55,117963,BANK NIFTY
2026-01-05 11:08:00,51695.55,51704.36,51577.37,51582.15,137737,BANK NIFTY
2026-01-05 11:09:00,51582.15,51643.79,51574.32,51635.7,82457,BANK NIFTY
2026-01-05 11:10:00,51635.7,51642.41,51559.8,51569.6,101145,BANK NIFTY
2026-01-05 11:11:00,51569.6,51576.57,51546.5,51555.3,114964,BANK NIFTY
2026-01-05 11:12:00,51555.3,51558.79,51515.08,51520.0,133808,BANK NIFTY
2026-01-05 11:13:00,51520.0,51527.83,51475.66,51480.4,83113,BANK NIFTY
2026-01-05 11:14:00,51480.4,51487.03,51471.3,51474.2,66660,BANK NIFTY
2026-01-05 11:15:00,51474.2,51507.33,51471.68,51498.35,89035,BANK NIFTY
2026-01-05 11:16:00,51498.35,51511.56,51489.18,51501.6,37106,BANK NIFTY
2026-01-05 11:17:00,51501.6,51511.2,51492.68,51497.75,106954,BANK NIFTY
2026-01-05 11:18:00,51497.75,51513.32,51489.12,51511.2,53104,BANK NIFTY
2026-01-05 11:19:00,51511.2,51634.15,51505.12,51632.1,115913,BANK NIFTY
2026-01-05 11:20:00,51632.1,51722.0,51628.43,51713.15,57005,BANK NIFTY
2026-01-05 11:21:00,51713.15,51735.28,51709.99,51731.4,82262,BANK NIFTY
2026-01-05 11:22:00,51731.4,51784.25,51725.91,51780.5,93374,BANK NIFTY
2026-01-05 11:23:00,51780.5,51788.31,51755.44,51762.7,137973,BANK NIFTY
2026-01-05 11:24:00,51762.7,51849.36,51759.23,51846.8,95457,BANK NIFTY
2026-01-05 11:25:00,51846.8,51849.09,51740.43,51750.05,98009,BANK NIFTY
2026-01-05 11:26:00,51750.05,51759.92,51627.4,51635.3,143404,BANK NIFTY
2026-01-05 11:27:00,51635.3,51690.87,51629.37,51688.3,38227,BANK NIFTY
2026-01-05 11:28:00,51688.3,51694.53,51648.62,51651.3,70054,BANK NIFTY
2026-01-05 11:29:00,51651.3,51658.36,51550.0,51558.7,85039,BANK NIFTY
2026-01-05 11:30:00,51558.7,51688.42,51551.07,51684.15,71576,BANK NIFTY
2026-01-05 11:31:00,51684.15,51692.32,51667.79,51670.4,143389,BANK NIFTY
2026-01-05 11:32:00,51670.4,51766.61,51661.19,51764.2,76828,BANK NIFTY
2026-01-05 11:33:00,51764.2,51876.81,51758.22,51867.1,92057,BANK NIFTY
2026-01-05 11:34:00,51867.1,51876.93,51800.86,51809.45,106229,BANK NIFTY
